2015,4,29,89
2015,4,30,98
2015,5,1,87
2015,5,2,97
2015,5,3,130
2015,5,4,154
2015,5,5,154
2015,5,6,122
2015,5,7,118
2015,5,8,142
2015,5,9,133
2015,5,10,128
2015,5,11,176
2015,5,12,146
2015,5,13,127
2015,5,14,112
2015,5,15,94
2015,5,16,105
2015,5,17,119
2015,5,18,111
2015,5,19,100
2015,5,20,105
2015,5,21,119
2015,5,22,149
2015,5,23,124
2015,5,24,126
2015,5,25,124
2015,5,26,118
2015,5,27,135
2015,5,28,129
2015,5,29,111
2015,5,30,112
2015,5,31,126
2015,6,1,127
2015,6,2,148
2015,6,3,138
2015,6,4,156
2015,6,5,214
2015,6,6,156
2015,6,7,139
2015,6,8,125
2015,6,9,116
2015,6,10,154
2015,6,11,179
2015,6,12,216
2015,6,13,175
2015,6,14,153
2015,6,15,133
2015,6,16,114
2015,6,17,160
2015,6,18,143
2015,6,19,127
2015,6,20,130
2015,6,21,144
2015,6,22,127
2015,6,23,126
2015,6,24,158
2015,6,25,182
2015,6,26,205
2015,6,27,176
2015,6,28,173
2015,6,29,180
2015,6,30,206
2015,7,1,260
2015,7,2,254
2015,7,3,241
2015,7,4,256
2015,7,5,202
2015,7,6,187
2015,7,7,198
2015,7,8,159
2015,7,9,135
2015,7,10,165
2015,7,11,204
2015,7,12,177
2015,7,13,174
2015,7,14,179
2015,7,15,179
2015,7,16,196
2015,7,17,217
2015,7,18,182
2015,7,19,162
2015,7,20,178
2015,7,21,210
2015,7,22,195
2015,7,23,178
2015,7,24,184
2015,7,25,149
2015,7,26,148
2015,7,27,166
2015,7,28,152
2015,7,29,141
2015,7,30,138
2015,7,31,133
2015,8,1,151
2015,8,2,177
2015,8,3,215
2015,8,4,180
2015,8,5,189
2015,8,6,205
2015,8,7,206
2015,8,8,187
2015,8,9,186
2015,8,10,198
2015,8,11,200
2015,8,12,195
2015,8,13,217
2015,8,14,209
2015,8,15,184
2015,8,16,150
2015,8,17,143
2015,8,18,146
2015,8,19,165
2015,8,20,179
2015,8,21,197
2015,8,22,207
2015,8,23,197
2015,8,24,179
2015,8,25,167
2015,8,26,202
2015,8,27,157
2015,8,28,154
2015,8,29,170
2015,8,30,200
2015,8,31,209
2015,9,1,161
2015,9,2,132
2015,9,3,122
2015,9,4,135
2015,9,5,132
2015,9,6,131
2015,9,7,142
2015,9,8,139
2015,9,9,131
2015,9,10,143
2015,9,11,143
2015,9,12,157
2015,9,13,166
2015,9,14,145
2015,9,15,125
2015,9,16,154
2015,9,17,144
2015,9,18,139
2015,9,19,134
2015,9,20,135
2015,9,21,146
2015,9,22,131
2015,9,23,132
2015,9,24,126
2015,9,25,116
2015,9,26,104
2015,9,27,110
2015,9,28,105
2015,9,29,117
2015,9,30,123
2015,10,1,106
2015,10,2,103
2015,10,3,103
2015,10,4,103
2015,10,5,131
2015,10,6,153
2015,10,7,149
2015,10,8,124
2015,10,9,102
2015,10,10,109
2015,10,11,65
2015,10,12,48
2015,10,13,38
2015,10,14,51
2015,10,15,63
2015,10,16,77
2015,10,17,81
2015,10,18,84
2015,10,19,105
2015,10,20,95
2015,10,21,97
2015,10,22,119
2015,10,23,114
2015,10,24,118
2015,10,25,99
2015,10,26,105
2015,10,27,111
2015,10,28,106
2015,10,29,107
2015,10,30,102
2015,10,31,98
2015,11,1,77
2015,11,2,69
2015,11,3,90
2015,11,4,122
2015,11,5,133
2015,11,6,155
2015,11,7,164
2015,11,8,131
2015,11,9,136
2015,11,10,145
2015,11,11,127
2015,11,12,133
2015,11,13,114
2015,11,14,97
2015,11,15,143
2015,11,16,125
2015,11,17,135
2015,11,18,131
2015,11,19,112
2015,11,20,79
2015,11,21,43
2015,11,22,26
2015,11,23,32
2015,11,24,42
2015,11,25,54
2015,11,26,40
2015,11,27,45
2015,11,28,67
2015,11,29,102
2015,11,30,95
2015,12,1,97
2015,12,2,110
2015,12,3,98
2015,12,4,94
2015,12,5,79
2015,12,6,105
2015,12,7,105
2015,12,8,98
2015,12,9,76
2015,12,10,59
2015,12,11,70
2015,12,12,76
2015,12,13,68
2015,12,14,76
2015,12,15,74
2015,12,16,114
2015,12,17,136
2015,12,18,118
2015,12,19,122
2015,12,20,116
2015,12,21,104
2015,12,22,130
2015,12,23,106
2015,12,24,98
2015,12,25,96
2015,12,26,131
2015,12,27,118
2015,12,28,89
2015,12,29,75
2015,12,30,69
2015,12,31,78
